run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	sample_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR5003488	SAMEA7724018	ERX4812771	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003488/ERR5003488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003488/ERR5003488_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003488/13114.thomas.19.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003488/13114.thomas.19.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003488.bam
ERR5003491	SAMEA7724023	ERX4812774	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s008	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003491/ERR5003491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003491/ERR5003491_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003491/13114.thomas.19.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003491/13114.thomas.19.s008.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003491.bam
ERR5003494	SAMEA7724029	ERX4812777	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003494/ERR5003494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003494/ERR5003494_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003494/13114.thomas.19.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003494/13114.thomas.19.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003494.bam
ERR5003496	SAMEA7724032	ERX4812779	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s017	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003496/ERR5003496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003496/ERR5003496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003496/13114.thomas.19.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003496/13114.thomas.19.s017.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003496.bam
ERR5003497	SAMEA7724033	ERX4812780	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003497/ERR5003497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003497/ERR5003497_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003497/13114.thomas.19.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003497/13114.thomas.19.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003497.bam
ERR5003498	SAMEA7724034	ERX4812781	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s019	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003498/ERR5003498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003498/ERR5003498_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003498/13114.thomas.19.s019.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003498/13114.thomas.19.s019.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003498.bam
ERR5003500	SAMEA7724036	ERX4812783	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s021	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003500/ERR5003500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003500/ERR5003500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003500/13114.thomas.19.s021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003500/13114.thomas.19.s021.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003500.bam
ERR5003501	SAMEA7724037	ERX4812784	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s022	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003501/ERR5003501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003501/ERR5003501_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003501/13114.thomas.19.s022.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003501/13114.thomas.19.s022.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003501.bam
ERR5003504	SAMEA7724040	ERX4812787	PRJEB42019	1300146	algae metagenome	ILLUMINA	13114.thomas.19.s025	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003504/ERR5003504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5003504/ERR5003504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003504/13114.thomas.19.s025.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003504/13114.thomas.19.s025.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5003504.bam
ERR5003506	SAMEA7723735	ERX4812789	PRJEB42019	1260732	coal metagenome	ILLUMINA	13114.tucker.58.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003506/ERR5003506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003506/ERR5003506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003506/13114.tucker.58.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003506/13114.tucker.58.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003506.bam
ERR5003511	SAMEA7724043	ERX4812794	PRJEB42019	1260732	coal metagenome	ILLUMINA	13114.tucker.58.s012	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003511/ERR5003511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003511/ERR5003511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003511/13114.tucker.58.s012.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003511/13114.tucker.58.s012.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003511.bam
ERR5003519	SAMEA7724047	ERX4812802	PRJEB42019	1653169	lichen metagenome	ILLUMINA	13114.uren.82.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003519/ERR5003519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003519/ERR5003519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003519/13114.uren.82.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003519/13114.uren.82.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003519.bam
ERR5003521	SAMEA7724049	ERX4812804	PRJEB42019	1653169	lichen metagenome	ILLUMINA	13114.uren.82.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003521/ERR5003521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003521/ERR5003521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003521/13114.uren.82.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003521/13114.uren.82.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003521.bam
ERR5003525	SAMEA7723741	ERX4812808	PRJEB42019	1653169	lichen metagenome	ILLUMINA	13114.uren.82.s012	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003525/ERR5003525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003525/ERR5003525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003525/13114.uren.82.s012.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003525/13114.uren.82.s012.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003525.bam
ERR5003527	SAMEA7724054	ERX4812810	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003527/ERR5003527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003527/ERR5003527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003527/13114.zaneveld.9.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003527/13114.zaneveld.9.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003527.bam
ERR5003529	SAMEA7724056	ERX4812812	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003529/ERR5003529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003529/ERR5003529_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003529/13114.zaneveld.9.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003529/13114.zaneveld.9.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003529.bam
ERR5003530	SAMEA7723554	ERX4812813	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003530/ERR5003530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003530/ERR5003530_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003530/13114.zaneveld.9.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003530/13114.zaneveld.9.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003530.bam
ERR5003531	SAMEA7723555	ERX4812814	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003531/ERR5003531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003531/ERR5003531_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003531/13114.zaneveld.9.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003531/13114.zaneveld.9.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003531.bam
ERR5003532	SAMEA7723556	ERX4812815	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003532/ERR5003532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003532/ERR5003532_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003532/13114.zaneveld.9.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003532/13114.zaneveld.9.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003532.bam
ERR5003535	SAMEA7724059	ERX4812818	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003535/ERR5003535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003535/ERR5003535_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003535/13114.zaneveld.9.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003535/13114.zaneveld.9.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003535.bam
ERR5003538	SAMEA7723558	ERX4812821	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003538/ERR5003538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5003538/ERR5003538_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003538/13114.zaneveld.9.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003538/13114.zaneveld.9.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5003538.bam
ERR5003542	SAMEA7724063	ERX4812825	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003542/ERR5003542_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003542/13114.zaneveld.9.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003542/13114.zaneveld.9.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003542.bam
ERR5003543	SAMEA7724064	ERX4812826	PRJEB42019	496922	coral metagenome	ILLUMINA	13114.zaneveld.9.s019	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003543/ERR5003543_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003543/13114.zaneveld.9.s019.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003543/13114.zaneveld.9.s019.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003543.bam
ERR5003545	SAMEA7724066	ERX4812828	PRJEB42019	1561972	seawater metagenome	ILLUMINA	13114.zaneveld.9.s021	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003545/ERR5003545_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003545/13114.zaneveld.9.s021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003545/13114.zaneveld.9.s021.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003545.bam
ERR5003559	SAMEA7724354	ERX4812842	PRJEB42019	256318	metagenome	ILLUMINA	13114.BLANK1.1A	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003559/ERR5003559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003559/ERR5003559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003559/13114.BLANK1.1A.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003559/13114.BLANK1.1A.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003559.bam
ERR5003566	SAMEA7724361	ERX4812849	PRJEB42019	256318	metagenome	ILLUMINA	13114.BLANK2.2D	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003566/ERR5003566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003566/ERR5003566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003566/13114.BLANK2.2D.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003566/13114.BLANK2.2D.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003566.bam
ERR5003567	SAMEA7724362	ERX4812850	PRJEB42019	256318	metagenome	ILLUMINA	13114.BLANK3.3A	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003567/ERR5003567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003567/ERR5003567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003567/13114.BLANK3.3A.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003567/13114.BLANK3.3A.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003567.bam
ERR5003570	SAMEA7724365	ERX4812853	PRJEB42019	256318	metagenome	ILLUMINA	13114.BLANK3.3D	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003570/ERR5003570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5003570/ERR5003570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003570/13114.BLANK3.3D.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003570/13114.BLANK3.3D.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5003570.bam
ERR5003571	SAMEA7724366	ERX4812854	PRJEB42019	256318	metagenome	ILLUMINA	13114.BLANK4.3A	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003571/ERR5003571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5003571/ERR5003571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003571/13114.BLANK4.3A.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003571/13114.BLANK4.3A.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5003571.bam
ERR5003579	SAMEA7723391	ERX4812862	PRJEB42019	1076179	bioreactor metagenome	ILLUMINA	13114.angenent.65.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003579/ERR5003579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003579/13114.angenent.65.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003579/13114.angenent.65.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003579.bam
ERR5003582	SAMEA7723850	ERX4812865	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.berry.2.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003582/ERR5003582_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003582/13114.berry.2.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003582/13114.berry.2.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003582.bam
ERR5003583	SAMEA7723392	ERX4812866	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.berry.2.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003583/ERR5003583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003583/ERR5003583_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003583/13114.berry.2.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003583/13114.berry.2.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003583.bam
ERR5003586	SAMEA7723393	ERX4812869	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.berry.2.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003586/ERR5003586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003586/ERR5003586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003586/13114.berry.2.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003586/13114.berry.2.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003586.bam
ERR5003589	SAMEA7723396	ERX4812872	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.berry.2.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003589/ERR5003589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003589/ERR5003589_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003589/13114.berry.2.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003589/13114.berry.2.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003589.bam
ERR5003593	SAMEA7723601	ERX4812876	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.berry.2.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003593/ERR5003593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003593/ERR5003593_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003593/13114.berry.2.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003593/13114.berry.2.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003593.bam
ERR5003597	SAMEA7723855	ERX4812880	PRJEB42019	556182	freshwater sediment metagenome	ILLUMINA	13114.berry.2.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003597/ERR5003597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5003597/ERR5003597_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003597/13114.berry.2.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003597/13114.berry.2.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5003597.bam
ERR5003603	SAMEA7723860	ERX4812886	PRJEB42019	1297885	plant metagenome	ILLUMINA	13114.bittleston.68.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003603/ERR5003603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003603/ERR5003603_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003603/13114.bittleston.68.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003603/13114.bittleston.68.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003603.bam
ERR5003605	SAMEA7723862	ERX4812888	PRJEB42019	1297885	plant metagenome	ILLUMINA	13114.bittleston.68.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003605/ERR5003605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5003605/ERR5003605_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003605/13114.bittleston.68.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003605/13114.bittleston.68.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5003605.bam
ERR5003606	SAMEA7723863	ERX4812889	PRJEB42019	1297885	plant metagenome	ILLUMINA	13114.bittleston.68.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003606/ERR5003606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5003606/ERR5003606_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003606/13114.bittleston.68.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003606/13114.bittleston.68.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5003606.bam
ERR5003609	SAMEA7723866	ERX4812892	PRJEB42019	1297885	plant metagenome	ILLUMINA	13114.bittleston.68.s010	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003609/ERR5003609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5003609/ERR5003609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003609/13114.bittleston.68.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003609/13114.bittleston.68.s010.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5003609.bam
ERR5003612	SAMEA7723869	ERX4812895	PRJEB42019	1297885	plant metagenome	ILLUMINA	13114.bittleston.68.s013	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003612/ERR5003612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5003612/ERR5003612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003612/13114.bittleston.68.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003612/13114.bittleston.68.s013.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5003612.bam
ERR5003613	SAMEA7723870	ERX4812896	PRJEB42019	1297885	plant metagenome	ILLUMINA	13114.bittleston.68.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003613/ERR5003613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5003613/ERR5003613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003613/13114.bittleston.68.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5003613/13114.bittleston.68.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5003613.bam
